what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1505898158299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1505898173012
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1505898177566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505898178884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505898183753
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1505898183779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.export",1505898183779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505898186041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505898300776
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1505898303868
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505898353889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505898824703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505898825759
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900108739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900113429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1505900113445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900120771
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1505900125191
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1505900130021
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1505900132571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1505900135341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900163389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1505900163405
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900165316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900166157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900166254
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1505900175603
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1505900178775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1505900181108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1505900186686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1505900188950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1505900192783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900195945
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900200463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1505900204240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900205687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900209625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1505900211559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1505900219014
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1505900219905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900221391
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1505900221406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900228985
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1505900234359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900244910
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1505900244997
